"1","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Begich","Overvote","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Palin","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Peltola","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Write-in","Blank"
"District 21 - Early Voting","19","0","26","0","14","10","8","0","23","2","2","0","1","0","26","31","0","14","6","0","2","5","0","1","0","0","0","0","65","73","0","43","8","0","4","14","0","0","11","13","0","3","1","0","0","2","1","0","0","0","0","1","0","0","0","3"
"District 21  - Question","4","0","5","0","4","0","3","0","8","4","0","0","0","1","7","10","0","3","2","0","0","3","0","0","0","0","0","0","13","12","0","20","3","0","1","3","0","0","1","2","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","4"
"District 22 - Absentee","17","1","17","0","6","2","10","0","16","3","0","0","1","3","28","31","0","16","3","0","0","7","0","0","0","0","0","0","48","38","0","36","10","0","4","5","0","0","6","14","0","3","1","1","0","0","3","1","2","0","0","0","2","0","1","9"
"District 22 - Early Voting","12","0","24","0","11","2","3","0","5","4","0","0","0","3","20","24","0","8","1","0","0","2","0","0","0","0","0","0","22","26","0","13","3","0","2","1","0","0","6","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0"
"District 22  - Question","2","0","3","0","4","0","3","0","4","0","0","0","2","1","5","8","0","2","0","0","2","0","0","0","0","0","0","0","15","6","0","8","2","0","0","4","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"District 23 - Absentee","56","0","123","0","27","11","26","0","28","6","2","4","0","0","71","109","0","53","19","0","2","12","0","0","7","5","0","5","119","151","0","61","24","0","1","7","0","0","19","26","0","3","5","1","0","3","6","2","1","0","0","0","2","0","0","10"
"District 23 - Early Voting","38","0","94","0","23","5","26","0","21","0","1","2","4","0","66","78","0","20","5","1","1","7","0","0","1","3","0","1","65","84","0","54","11","0","2","3","0","0","16","14","0","1","2","1","0","1","0","0","1","0","0","3","1","0","0","3"
"District 23  - Question","5","0","7","0","6","0","2","0","2","1","1","0","0","0","11","14","0","3","2","0","0","2","0","1","0","0","0","0","11","8","0","3","2","0","0","0","0","0","2","2","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","2"
"District 24 - Absentee","56","0","89","0","22","8","39","0","14","5","4","8","5","1","72","73","0","41","10","0","1","11","0","0","0","2","0","0","69","90","0","47","18","0","1","4","1","1","21","23","0","3","4","0","0","0","0","2","0","0","1","0","1","0","0","5"
"District 24 - Early Voting","25","0","123","0","15","6","27","0","20","6","0","2","1","0","46","72","0","20","5","0","1","6","0","0","2","0","0","0","29","65","0","40","13","0","2","4","1","1","9","9","0","3","2","0","1","2","0","0","3","0","0","0","1","0","1","4"
"District 24  - Question","7","0","27","0","3","2","8","0","6","2","1","1","0","1","17","22","0","17","4","0","1","0","0","0","0","1","0","0","11","13","0","16","3","0","0","4","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","5"
"District 25 - Absentee","31","1","63","0","32","2","26","0","22","7","1","2","0","1","77","65","0","24","6","1","2","8","0","0","1","1","0","0","47","50","0","36","6","0","1","7","0","0","7","12","0","1","3","1","0","2","0","0","1","0","0","1","2","0","0","6"
"District 25 - Early Voting","67","0","114","0","36","10","26","0","41","7","2","2","2","1","102","113","0","51","9","0","0","13","0","2","2","3","0","1","75","122","1","88","23","0","3","9","0","0","9","23","0","1","4","0","0","1","2","0","1","0","0","1","1","0","0","17"
"District 25  - Question","18","1","32","1","9","5","5","0","5","2","0","0","0","1","38","43","0","26","6","0","1","7","0","1","2","2","0","2","19","12","0","24","1","0","1","3","0","0","3","4","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","13"
"District 26 - Absentee","31","0","40","0","13","10","17","0","10","4","0","2","1","1","83","74","0","35","4","1","0","5","0","0","3","2","0","1","23","38","0","18","8","0","0","7","0","0","3","6","0","0","1","0","0","0","0","2","0","0","0","0","2","0","0","12"
"District 26 - Early Voting","42","0","120","0","17","5","14","0","20","3","0","2","0","0","119","87","1","36","9","1","2","9","0","0","2","2","1","1","40","48","0","30","3","0","1","7","0","1","2","12","0","0","4","0","0","1","1","2","0","0","0","0","2","0","0","5"
"District 26  - Question","7","0","25","0","4","0","4","0","4","1","0","2","0","0","33","28","0","11","7","0","2","5","0","0","3","1","0","0","11","6","0","6","3","0","0","0","0","0","1","0","0","0","1","0","0","1","0","4","0","0","1","0","0","0","0","9"
"District 27 - Absentee","23","0","42","0","12","3","11","0","19","5","1","1","3","0","63","63","1","39","8","0","2","7","0","0","1","1","0","0","39","30","0","22","12","0","2","2","0","0","3","8","0","0","1","2","0","1","0","0","2","0","0","0","1","0","1","7"
"District 27 - Early Voting","66","1","73","0","31","8","20","0","30","1","2","0","1","2","138","105","0","49","10","1","0","11","0","0","1","2","0","0","28","31","0","44","9","0","2","6","0","0","2","10","0","2","2","1","0","1","2","2","2","0","0","1","2","0","0","8"
"District 27  - Question","13","0","20","0","15","2","5","0","13","2","1","1","1","3","50","34","0","23","2","0","1","4","0","0","1","1","0","0","10","11","0","8","4","0","2","4","0","0","0","5","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","7"
"District 28 - Absentee","34","0","30","0","9","5","6","0","19","2","1","1","4","1","84","89","0","36","5","1","0","4","0","0","2","5","0","0","41","38","0","22","13","0","0","3","0","0","9","3","0","0","2","1","0","7","0","0","2","0","0","0","0","0","0","8"
"District 28 - Early Voting","73","0","105","0","39","6","26","0","37","7","2","1","5","2","130","122","0","41","5","0","4","12","0","1","0","4","0","1","31","42","0","51","15","0","3","5","0","0","1","12","0","1","1","0","0","0","0","1","0","0","0","1","1","0","1","4"
"District 28  - Question","11","0","21","0","14","1","5","0","7","0","1","1","0","0","52","36","0","31","1","0","2","11","0","2","0","1","0","0","10","10","0","6","4","0","1","4","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"District 29 - Absentee","40","0","56","0","29","7","12","0","20","4","2","3","1","2","84","73","0","38","7","2","3","7","0","0","5","2","0","4","65","72","0","40","12","0","7","7","0","2","7","18","1","1","1","1","0","1","1","0","1","0","0","2","2","0","0","19"
"District 29 - Early Voting","41","0","100","0","21","6","20","0","22","5","0","6","1","0","118","108","0","35","12","2","2","9","0","1","6","2","0","0","46","54","0","36","12","0","1","3","0","1","4","8","0","2","1","0","0","3","2","0","1","0","0","3","0","0","1","13"
"District 29  - Question","7","1","23","0","4","2","8","0","8","2","0","0","2","1","29","24","0","13","4","1","0","1","0","1","1","1","0","0","8","16","0","8","4","0","0","5","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"District 3 - Absentee","31","1","40","0","11","7","18","0","21","6","1","1","1","1","53","56","0","31","1","1","2","2","0","0","0","0","0","0","192","188","0","66","26","0","9","8","0","0","29","24","0","3","1","0","0","0","1","1","1","0","0","0","4","0","0","12"
"District 3 - Early Voting","47","0","60","0","25","5","36","0","27","10","1","2","2","1","33","36","0","23","6","0","2","3","0","0","0","0","0","0","159","199","0","129","27","0","10","11","0","1","25","22","0","8","1","1","0","0","1","0","2","0","0","1","1","0","0","6"
"District 3  - Question","11","0","12","0","4","0","6","0","10","1","0","0","0","1","19","19","0","10","0","0","0","2","0","0","0","0","0","0","42","28","1","23","12","1","0","3","0","0","7","3","0","1","2","0","0","0","0","0","1","0","0","1","0","0","0","4"
"District 30 - Absentee","35","0","78","0","13","2","21","0","23","7","0","4","1","4","103","113","0","37","10","1","1","14","0","0","3","3","0","0","86","88","0","61","19","0","3","13","0","0","11","16","1","0","0","1","0","2","0","0","0","0","0","1","3","0","0","10"
"District 30 - Early Voting","27","0","43","0","10","4","20","0","8","2","1","1","0","1","54","51","0","25","2","0","3","4","0","0","1","2","0","0","14","26","1","15","6","0","2","1","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3"
"District 30  - Question","15","0","17","0","11","3","4","0","2","0","1","1","0","1","35","29","0","17","3","0","1","6","0","0","0","1","0","1","11","12","0","15","2","0","0","4","0","0","1","3","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","7"
"District 31 - Absentee","21","0","16","0","11","5","10","0","14","3","2","3","0","0","37","41","0","24","3","0","0","8","0","0","0","0","0","0","46","44","0","29","7","0","2","2","0","0","8","6","0","1","3","2","0","4","2","0","2","0","0","0","2","0","0","6"
"District 31 - Early Voting","18","0","34","0","10","2","20","0","12","2","0","0","1","1","46","38","0","20","1","0","0","10","0","0","3","2","0","0","81","67","0","37","7","0","2","5","0","1","7","7","0","2","2","1","0","1","1","1","0","0","0","0","1","0","0","6"
"District 31  - Question","8","0","6","1","4","1","3","0","6","0","0","0","0","3","8","12","0","7","2","0","2","1","0","0","1","0","0","0","18","4","0","13","3","0","1","1","0","0","2","4","0","0","0","1","0","1","1","0","2","0","0","1","0","0","0","1"
"District 32 - Absentee","12","0","9","0","10","0","3","0","5","2","0","0","0","1","30","38","0","6","2","0","0","2","0","0","2","0","0","0","25","9","0","6","2","0","0","3","0","0","1","4","0","0","1","0","0","0","0","0","1","0","1","1","2","0","0","6"
"District 32 - Early Voting","12","0","16","0","5","2","11","0","8","0","0","0","0","1","28","22","0","9","1","0","2","1","0","0","0","0","0","0","25","27","0","13","1","0","3","1","0","0","2","5","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","2"
"District 32  - Question","3","0","6","0","4","1","4","0","3","2","0","1","0","1","13","9","0","5","0","0","0","4","0","0","1","0","0","0","5","5","0","8","1","0","0","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","3"
"District 33 - Absentee","21","0","31","0","12","1","8","0","6","1","0","0","1","3","59","51","0","28","6","0","0","2","0","0","0","2","0","0","21","25","0","13","4","0","2","3","0","0","2","8","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","4"
"District 33 - Early Voting","13","0","26","0","10","3","8","0","8","1","1","3","0","1","35","32","0","19","6","0","0","4","0","0","0","1","0","1","27","32","0","16","3","0","4","3","0","0","4","1","0","1","1","0","0","1","1","0","1","0","0","0","4","0","0","6"
"District 33  - Question","1","0","13","0","2","0","2","0","3","0","1","1","0","1","13","9","0","15","2","0","0","4","0","0","0","0","0","0","7","3","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","5"
"District 34 - Absentee","39","0","43","0","12","0","14","0","19","3","2","3","0","1","47","58","0","32","5","0","2","5","0","2","2","2","0","0","79","87","0","38","15","1","5","5","0","1","11","16","0","6","1","4","0","3","1","0","2","0","0","0","1","0","1","5"
"District 34 - Early Voting","35","0","60","0","14","2","21","0","19","1","0","1","1","5","56","74","0","11","2","0","0","1","0","0","2","0","0","1","127","118","0","53","9","1","5","8","0","1","14","19","0","1","6","3","0","1","2","0","0","0","0","0","1","0","0","2"
"District 34  - Question","7","0","20","0","3","3","5","0","5","0","0","0","0","0","28","29","0","3","1","0","0","2","0","0","0","1","0","0","11","8","0","12","1","0","0","1","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","7"
"District 35 - Absentee","16","0","26","0","6","3","14","0","8","3","0","3","1","0","31","32","0","5","1","1","0","5","0","0","0","2","0","0","75","90","0","46","15","0","3","6","0","1","14","13","0","7","3","1","0","0","2","2","1","0","1","2","1","0","0","8"
"District 35 - Early Voting","16","0","27","0","8","6","17","0","13","4","2","0","0","0","33","42","0","16","3","0","3","5","0","0","3","1","0","0","140","143","0","56","19","1","11","23","0","0","24","23","0","9","2","0","0","0","0","2","0","0","1","2","3","0","1","3"
"District 35  - Question","3","0","7","0","7","3","7","0","7","0","0","1","0","2","8","17","0","17","1","0","3","0","0","1","1","1","0","0","35","28","1","22","9","0","2","6","0","0","8","11","0","4","0","1","0","0","0","0","1","0","0","1","0","0","1","5"
"District 36 - Absentee","51","2","82","0","28","1","16","1","23","4","2","1","0","3","122","91","1","34","5","2","1","8","0","0","2","7","0","0","95","94","2","47","19","0","2","6","0","0","19","15","0","1","5","2","0","1","1","2","4","0","0","1","0","0","0","28"
"District 36 - Early Voting","8","0","19","0","5","4","5","0","3","1","0","0","1","1","20","21","0","7","5","0","2","1","0","0","3","0","0","0","39","43","0","25","7","0","0","5","0","0","9","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"District 36  - Question","14","0","21","0","12","0","8","0","8","4","0","1","1","3","37","31","0","18","4","0","0","3","0","0","2","0","0","1","19","12","0","22","7","1","3","1","0","0","1","5","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","18"
"District 37 - Absentee","19","0","15","0","9","4","12","1","16","2","2","1","2","2","23","32","0","15","4","0","2","3","0","0","2","1","0","1","51","34","0","40","4","0","1","7","0","0","5","9","0","2","2","1","0","1","1","0","2","0","0","0","2","0","0","9"
"District 37 - Early Voting","1","0","2","0","1","0","0","0","2","0","1","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","4","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"District 37  - Question","7","0","8","0","5","0","1","0","4","2","0","0","1","0","11","7","0","9","0","0","0","0","0","0","0","0","0","1","9","18","0","7","1","0","2","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1"
"District 38 - Absentee","2","0","3","0","3","0","3","0","5","0","0","1","0","1","8","7","0","1","0","0","0","4","0","0","0","0","0","0","23","17","1","21","6","0","2","3","0","0","0","2","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","4"
"District 38 - Early Voting","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"District 38  - Question","2","0","6","0","3","0","1","0","1","1","1","0","0","1","6","2","0","8","1","0","0","4","0","0","1","0","0","1","23","14","0","26","5","1","1","6","0","0","4","2","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","12"
"District 39 - Absentee","1","0","3","0","1","0","0","0","8","1","0","0","0","1","2","5","0","4","0","0","3","0","0","0","0","1","0","0","7","13","0","10","4","0","0","1","0","0","2","2","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","4"
"District 39 - Early Voting","0","0","2","0","0","3","1","0","2","1","0","0","0","0","4","4","0","5","0","0","0","1","0","0","0","1","0","0","11","10","0","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"District 39  - Question","3","0","3","0","1","2","1","0","6","1","0","1","0","0","3","1","0","7","0","0","0","2","0","0","0","0","0","0","5","4","0","11","3","0","0","4","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","5"
"District 4 - Absentee","25","0","28","0","4","1","17","0","10","6","0","2","0","1","23","23","0","10","1","0","0","8","0","0","0","0","0","1","170","135","0","53","11","0","7","11","0","2","17","31","0","2","3","3","0","1","1","0","0","0","1","3","4","0","0","10"
"District 4 - Early Voting","39","0","39","0","15","3","32","0","32","5","1","2","1","2","34","39","0","26","4","0","1","3","0","0","1","0","0","0","284","214","0","127","33","0","20","38","0","3","39","64","0","10","3","0","0","1","0","0","0","0","1","3","1","0","1","4"
"District 4  - Question","17","0","14","0","7","1","6","0","12","3","2","1","0","3","15","17","0","8","2","1","1","1","0","0","0","0","1","0","77","35","0","45","11","1","2","11","0","0","8","5","0","2","0","1","0","0","0","0","1","0","0","0","1","0","0","2"
"District 40 - Absentee","2","0","3","0","5","0","4","0","10","0","0","0","0","0","9","2","0","5","0","0","0","1","0","0","0","0","0","0","14","15","0","6","4","0","0","6","0","0","1","2","0","0","5","1","0","2","2","0","0","0","0","2","3","0","1","2"
"District 40 - Early Voting","2","0","0","0","0","0","1","0","0","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"District 40  - Question","0","1","4","0","5","0","2","0","7","1","1","1","1","1","3","7","0","3","1","1","0","1","0","0","0","2","0","0","12","4","0","14","3","0","0","2","0","0","0","1","0","1","2","0","0","0","1","0","2","0","1","0","4","0","0","4"
"District 5 - Absentee","53","0","51","0","14","3","37","0","29","3","1","0","0","1","93","73","0","43","10","0","1","11","0","0","2","4","0","3","176","117","1","81","13","0","4","8","0","0","21","23","0","3","6","6","0","1","2","1","2","0","0","2","1","0","1","16"
"District 5 - Early Voting","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","2","1","1","0","0","0","0","1","0","0","0","3","4","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"District 5  - Question","9","0","8","0","4","1","2","0","6","3","0","0","1","1","13","17","0","7","6","0","0","4","0","0","2","1","0","0","19","18","0","24","5","0","1","3","0","0","4","3","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2"
"District 6 - Absentee","48","0","67","0","21","9","26","0","24","5","0","3","4","0","105","99","0","43","12","0","0","8","0","0","2","7","0","0","129","139","1","75","27","1","4","4","0","0","21","14","0","9","3","0","0","0","2","0","3","0","0","1","1","0","0","16"
"District 6 - Early Voting","25","0","71","0","18","7","38","0","21","2","3","0","2","1","65","50","0","12","3","0","3","4","0","1","3","1","0","0","171","196","0","86","28","0","16","15","0","0","17","26","0","2","2","1","0","0","1","0","3","0","0","1","2","0","0","7"
"District 6  - Question","12","0","23","0","8","0","3","0","4","0","0","0","0","0","26","17","0","4","5","0","0","3","0","0","1","1","0","0","28","15","0","25","3","0","0","4","0","0","8","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","4"
"District 7 - Absentee","78","1","81","0","28","10","23","0","37","7","5","2","1","1","142","124","0","55","7","1","2","9","0","0","1","4","0","2","88","77","0","48","7","0","7","8","0","1","9","18","0","1","3","3","0","1","2","0","1","0","0","2","2","0","0","19"
"District 7 - Early Voting","39","0","43","0","6","2","9","0","17","2","3","1","0","0","50","51","0","20","5","0","0","8","0","0","0","3","0","0","49","48","0","22","2","0","0","7","0","0","7","8","0","2","1","0","0","1","0","1","0","0","0","0","1","0","0","3"
"District 7  - Question","8","0","6","0","10","1","1","0","4","0","1","0","0","2","26","23","0","14","4","0","0","6","0","1","2","2","0","0","9","10","0","10","0","0","1","0","0","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6"
"District 8 - Absentee","43","2","76","0","35","8","30","0","33","7","2","2","1","0","120","106","0","46","9","2","2","15","0","0","5","5","0","1","74","76","0","42","12","0","4","4","0","0","12","15","0","0","6","2","0","0","3","1","0","0","1","3","0","0","1","15"
"District 8 - Early Voting","37","0","25","0","13","3","8","0","10","1","1","3","0","0","78","62","0","33","6","1","1","6","0","0","1","1","0","0","32","40","0","22","11","0","2","3","0","0","3","7","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","3"
"District 8  - Question","7","0","12","0","1","0","2","0","4","0","0","0","0","1","23","14","0","9","1","0","1","5","0","0","0","0","0","0","4","9","0","8","2","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","5"
"District 9 - Absentee","76","0","155","0","23","25","51","1","41","9","7","10","3","4","66","99","0","25","13","1","1","6","0","0","3","4","0","0","180","238","0","126","51","0","7","26","0","3","40","64","0","9","7","2","0","4","2","0","2","0","0","7","7","0","0","14"
"District 9 - Early Voting","33","0","111","0","22","8","28","0","21","5","3","4","3","1","51","69","0","17","7","0","1","3","0","0","0","1","0","0","110","127","0","77","24","0","15","17","0","0","20","24","0","5","0","2","0","0","4","1","0","0","1","0","6","0","0","1"
"District 9  - Question","11","0","23","0","7","0","6","0","7","3","0","0","0","0","17","18","0","8","1","0","0","1","0","0","0","0","0","0","15","17","0","23","8","0","2","2","0","1","2","5","0","0","1","0","0","0","2","0","0","0","0","2","1","0","0","4"
"HD99 Fed Overseas Absentee","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","10","8","0","3","2","0","1","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Total","10590","44","17728","5","6733","1693","5667","15","7617","1277","429","490","486","298","20548","20819","17","10276","2085","100","580","2740","3","108","516","597","5","150","20284","21783","23","16459","3948","51","979","2629","5","148","3183","4564","2","762","532","224","4","404","404","105","250","1","71","225","630","2","122","2879"
